customer_id,customer_name,email,city,state
117,Customer_117,customer117@example.com,Mumbai,Telangana
118,Customer_118,customer118@example.com,Bengaluru,Karnataka
119,Customer_119,customer119@example.com,Hyderabad,Tamil Nadu
120,Customer_120,customer120@example.com,Hyderabad,Maharashtra
121,Customer_121,customer121@example.com,Pune,Karnataka
122,Customer_122,customer122@example.com,Pune,Karnataka
123,Customer_123,customer123@example.com,Hyderabad,Telangana
124,Customer_124,customer124@example.com,Delhi,Delhi
125,Customer_125,customer125@example.com,Hyderabad,Karnataka
126,Customer_126,customer126@example.com,Hyderabad,Telangana
127,Customer_127,customer127@example.com,Chennai,Telangana
128,Customer_128,customer128@example.com,Pune,Karnataka
129,Customer_129,customer129@example.com,Chennai,Delhi
130,Customer_130,customer130@example.com,Mumbai,Karnataka
131,Customer_131,customer131@example.com,Pune,Karnataka
132,Customer_132,customer132@example.com,Delhi,Maharashtra
133,Customer_133,customer133@example.com,Pune,Maharashtra
134,Customer_134,customer134@example.com,Bengaluru,Maharashtra
135,Customer_135,customer135@example.com,Mumbai,Karnataka
136,Customer_136,customer136@example.com,Hyderabad,Telangana
137,Customer_137,customer137@example.com,Delhi,Maharashtra
138,Customer_138,customer138@example.com,Chennai,Maharashtra
139,Customer_139,customer139@example.com,Mumbai,Maharashtra
140,Customer_140,customer140@example.com,Delhi,Telangana
141,Customer_141,customer141@example.com,Delhi,Delhi
142,Customer_142,customer142@example.com,Delhi,Telangana
143,Customer_143,customer143@example.com,Hyderabad,Maharashtra
144,Customer_144,customer144@example.com,Delhi,Tamil Nadu
145,Customer_145,customer145@example.com,Hyderabad,Karnataka
146,Customer_146,customer146@example.com,Bengaluru,Karnataka
147,Customer_147,customer147@example.com,Pune,Maharashtra
148,Customer_148,customer148@example.com,Bengaluru,Maharashtra
149,Customer_149,customer149@example.com,Bengaluru,Tamil Nadu
150,Customer_150,customer150@example.com,Mumbai,Karnataka
151,Customer_151,customer151@example.com,Hyderabad,Maharashtra
152,Customer_152,customer152@example.com,Pune,Telangana
153,Customer_153,customer153@example.com,Hyderabad,Delhi
154,Customer_154,customer154@example.com,Pune,Telangana
155,Customer_155,customer155@example.com,Hyderabad,Karnataka
156,Customer_156,customer156@example.com,Bengaluru,Maharashtra
157,Customer_157,customer157@example.com,Mumbai,Maharashtra
158,Customer_158,customer158@example.com,Bengaluru,Maharashtra
159,Customer_159,customer159@example.com,Hyderabad,Karnataka
160,Customer_160,customer160@example.com,Mumbai,Telangana
161,Customer_161,customer161@example.com,Mumbai,Tamil Nadu
162,Customer_162,customer162@example.com,Mumbai,Tamil Nadu
163,Customer_163,customer163@example.com,Mumbai,Delhi
164,Customer_164,customer164@example.com,Delhi,Maharashtra
165,Customer_165,customer165@example.com,Delhi,Delhi
166,Customer_166,customer166@example.com,Mumbai,Karnataka
167,Customer_167,customer167@example.com,Bengaluru,Tamil Nadu
168,Customer_168,customer168@example.com,Bengaluru,Telangana
169,Customer_169,customer169@example.com,Pune,Delhi
170,Customer_170,customer170@example.com,Pune,Telangana
171,Customer_171,customer171@example.com,Delhi,Tamil Nadu
172,Customer_172,customer172@example.com,Hyderabad,Telangana
173,Customer_173,customer173@example.com,Pune,Maharashtra
174,Customer_174,customer174@example.com,Pune,Maharashtra
175,Customer_175,customer175@example.com,Bengaluru,Telangana
176,Customer_176,customer176@example.com,Pune,Telangana
177,Customer_177,customer177@example.com,Bengaluru,Telangana
178,Customer_178,customer178@example.com,Pune,Telangana
179,Customer_179,customer179@example.com,Delhi,Karnataka
180,Customer_180,customer180@example.com,Mumbai,Telangana
181,Customer_181,customer181@example.com,Pune,Karnataka
182,Customer_182,customer182@example.com,Pune,Maharashtra
183,Customer_183,customer183@example.com,Hyderabad,Maharashtra
184,Customer_184,customer184@example.com,Hyderabad,Maharashtra
185,Customer_185,customer185@example.com,Delhi,Maharashtra
186,Customer_186,customer186@example.com,Pune,Maharashtra
187,Customer_187,customer187@example.com,Chennai,Tamil Nadu
188,Customer_188,customer188@example.com,Bengaluru,Delhi
189,Customer_189,customer189@example.com,Delhi,Tamil Nadu
190,Customer_190,customer190@example.com,Bengaluru,Tamil Nadu
191,Customer_191,customer191@example.com,Mumbai,Karnataka
192,Customer_192,customer192@example.com,Delhi,Delhi
193,Customer_193,customer193@example.com,Chennai,Maharashtra
194,Customer_194,customer194@example.com,Chennai,Telangana
195,Customer_195,customer195@example.com,Hyderabad,Maharashtra
196,Customer_196,customer196@example.com,Pune,Maharashtra
197,Customer_197,customer197@example.com,Hyderabad,Telangana
198,Customer_198,customer198@example.com,Pune,Karnataka
199,Customer_199,customer199@example.com,Pune,Tamil Nadu
200,Customer_200,customer200@example.com,Bengaluru,Tamil Nadu
201,Customer_201,customer201@example.com,Hyderabad,Karnataka
202,Customer_202,customer202@example.com,Chennai,Tamil Nadu
203,Customer_203,customer203@example.com,Bengaluru,Maharashtra
204,Customer_204,customer204@example.com,Pune,Delhi
205,Customer_205,customer205@example.com,Chennai,Maharashtra
206,Customer_206,customer206@example.com,Delhi,Maharashtra
207,Customer_207,customer207@example.com,Hyderabad,Delhi
208,Customer_208,customer208@example.com,Pune,Tamil Nadu
209,Customer_209,customer209@example.com,Delhi,Telangana
210,Customer_210,customer210@example.com,Bengaluru,Tamil Nadu
211,Customer_211,customer211@example.com,Hyderabad,Telangana
212,Customer_212,customer212@example.com,Delhi,Maharashtra
213,Customer_213,customer213@example.com,Bengaluru,Tamil Nadu
214,Customer_214,customer214@example.com,Chennai,Maharashtra
215,Customer_215,customer215@example.com,Bengaluru,Delhi
216,Customer_216,customer216@example.com,Chennai,Karnataka
217,Customer_217,customer217@example.com,Delhi,Delhi
218,Customer_218,customer218@example.com,Chennai,Maharashtra
219,Customer_219,customer219@example.com,Mumbai,Tamil Nadu
220,Customer_220,customer220@example.com,Hyderabad,Telangana
221,Customer_221,customer221@example.com,Delhi,Maharashtra
222,Customer_222,customer222@example.com,Chennai,Telangana
223,Customer_223,customer223@example.com,Hyderabad,Tamil Nadu
224,Customer_224,customer224@example.com,Bengaluru,Delhi
225,Customer_225,customer225@example.com,Chennai,Karnataka
226,Customer_226,customer226@example.com,Delhi,Maharashtra
227,Customer_227,customer227@example.com,Pune,Delhi
228,Customer_228,customer228@example.com,Mumbai,Maharashtra
229,Customer_229,customer229@example.com,Hyderabad,Telangana
230,Customer_230,customer230@example.com,Hyderabad,Delhi
231,Customer_231,customer231@example.com,Bengaluru,Maharashtra
232,Customer_232,customer232@example.com,Hyderabad,Tamil Nadu
233,Customer_233,customer233@example.com,Pune,Maharashtra
234,Customer_234,customer234@example.com,Bengaluru,Maharashtra
235,Customer_235,customer235@example.com,Bengaluru,Telangana
236,Customer_236,customer236@example.com,Chennai,Tamil Nadu
237,Customer_237,customer237@example.com,Hyderabad,Tamil Nadu
238,Customer_238,customer238@example.com,Bengaluru,Delhi
239,Customer_239,customer239@example.com,Bengaluru,Delhi
240,Customer_240,customer240@example.com,Hyderabad,Tamil Nadu
241,Customer_241,customer241@example.com,Pune,Maharashtra
242,Customer_242,customer242@example.com,Pune,Delhi
243,Customer_243,customer243@example.com,Bengaluru,Karnataka
244,Customer_244,customer244@example.com,Bengaluru,Karnataka
245,Customer_245,customer245@example.com,Mumbai,Telangana
246,Customer_246,customer246@example.com,Bengaluru,Delhi
247,Customer_247,customer247@example.com,Chennai,Maharashtra
248,Customer_248,customer248@example.com,Delhi,Delhi
249,Customer_249,customer249@example.com,Bengaluru,Tamil Nadu
250,Customer_250,customer250@example.com,Bengaluru,Delhi
251,Customer_251,customer251@example.com,Hyderabad,Maharashtra
252,Customer_252,customer252@example.com,Hyderabad,Maharashtra
253,Customer_253,customer253@example.com,Bengaluru,Karnataka
254,Customer_254,customer254@example.com,Mumbai,Tamil Nadu
255,Customer_255,customer255@example.com,Chennai,Karnataka
256,Customer_256,customer256@example.com,Bengaluru,Telangana
257,Customer_257,customer257@example.com,Delhi,Karnataka
258,Customer_258,customer258@example.com,Mumbai,Tamil Nadu
259,Customer_259,customer259@example.com,Chennai,Telangana
260,Customer_260,customer260@example.com,Chennai,Tamil Nadu
261,Customer_261,customer261@example.com,Delhi,Maharashtra
262,Customer_262,customer262@example.com,Mumbai,Delhi
263,Customer_263,customer263@example.com,Pune,Tamil Nadu
264,Customer_264,customer264@example.com,Hyderabad,Telangana
265,Customer_265,customer265@example.com,Chennai,Karnataka
266,Customer_266,customer266@example.com,Pune,Tamil Nadu
267,Customer_267,customer267@example.com,Hyderabad,Telangana
268,Customer_268,customer268@example.com,Pune,Maharashtra
269,Customer_269,customer269@example.com,Chennai,Delhi
270,Customer_270,customer270@example.com,Chennai,Maharashtra
271,Customer_271,customer271@example.com,Pune,Maharashtra
272,Customer_272,customer272@example.com,Hyderabad,Maharashtra
273,Customer_273,customer273@example.com,Pune,Karnataka
274,Customer_274,customer274@example.com,Chennai,Telangana
275,Customer_275,customer275@example.com,Delhi,Maharashtra
276,Customer_276,customer276@example.com,Hyderabad,Maharashtra
277,Customer_277,customer277@example.com,Pune,Delhi
278,Customer_278,customer278@example.com,Delhi,Delhi
279,Customer_279,customer279@example.com,Delhi,Delhi
280,Customer_280,customer280@example.com,Bengaluru,Tamil Nadu
281,Customer_281,customer281@example.com,Mumbai,Telangana
282,Customer_282,customer282@example.com,Delhi,Tamil Nadu
283,Customer_283,customer283@example.com,Pune,Tamil Nadu
284,Customer_284,customer284@example.com,Delhi,Telangana
285,Customer_285,customer285@example.com,Delhi,Tamil Nadu
286,Customer_286,customer286@example.com,Pune,Tamil Nadu
287,Customer_287,customer287@example.com,Delhi,Maharashtra
288,Customer_288,customer288@example.com,Chennai,Maharashtra
289,Customer_289,customer289@example.com,Delhi,Tamil Nadu
290,Customer_290,customer290@example.com,Pune,Karnataka
291,Customer_291,customer291@example.com,Bengaluru,Maharashtra
292,Customer_292,customer292@example.com,Delhi,Maharashtra
293,Customer_293,customer293@example.com,Delhi,Delhi
294,Customer_294,customer294@example.com,Bengaluru,Maharashtra
295,Customer_295,customer295@example.com,Pune,Tamil Nadu
296,Customer_296,customer296@example.com,Mumbai,Maharashtra
297,Customer_297,customer297@example.com,Hyderabad,Tamil Nadu
298,Customer_298,customer298@example.com,Chennai,Karnataka
299,Customer_299,customer299@example.com,Mumbai,Maharashtra
300,Customer_300,customer300@example.com,Pune,Delhi
